State,Year,County,0BR,1BR,2BR,3BR,4BR
Maine,2006,Levant,457,458,551,689,845
Maine,2006,Lincoln,457,458,551,689,845
Maine,2006,Lowell,457,458,551,689,845
Maine,2006,Mattawamkeag,457,458,551,689,845
Maine,2006,Maxfield,457,458,551,689,845
Maine,2006,Medway,457,458,551,689,845
Maine,2006,Milford,450,517,642,824,892
Maine,2006,Millinocket,457,458,551,689,845
Maine,2006,Mount Chase,457,458,551,689,845
Maine,2006,Newburgh,457,458,551,689,845
Maine,2006,Newport,457,458,551,689,845
Maine,2006,North Penobscot,UT,457,458,551,689
Maine,2006,Old,450,517,642,824,892
Maine,2006,Orono,450,517,642,824,892
Maine,2006,Orrington,450,517,642,824,892
Maine,2006,Passadumkeag,457,458,551,689,845
Maine,2006,Patten,457,458,551,689,845
Maine,2006,Plymouth,457,458,551,689,845
Maine,2006,Prentiss UT,457,458,551,689,845
Maine,2006,Seboeis plantation,457,458,551,689,845
Maine,2006,Springfield,457,458,551,689,845
Maine,2006,Stacyville,457,458,551,689,845
Maine,2006,Stetson,457,458,551,689,845
Maine,2006,Twombly UT,457,458,551,689,845
Maine,2006,Veazie,450,517,642,824,892
Maine,2006,Webster plantation,457,458,551,689,845
Maine,2006,Whitney UT,457,458,551,689,845
Maine,2006,Winn,457,458,551,689,845
Maine,2006,Woodville,457,458,551,689,845
Maine,2006,Abbot,450,513,635,806,862
Maine,2006,Atkinson,450,513,635,806,862
Maine,2006,Beaver Cove,450,513,635,806,862
Maine,2006,Blanchard UT,450,513,635,806,862
Maine,2006,Bowerbank,450,513,635,806,862
Maine,2006,Brownville,450,513,635,806,862
Maine,2006,Dover-Foxcroft,450,513,635,806,862
Maine,2006,Greenville,450,513,635,806,862
Maine,2006,Guilford,450,513,635,806,862
Maine,2006,Kingsbury plantation,450,513,635,806,862
Maine,2006,Lake View,plantation,450,513,635,806
Maine,2006,Medford,450,513,635,806,862
Maine,2006,Milo,450,513,635,806,862
Maine,2006,Monson,450,513,635,806,862
Maine,2006,Northeast Piscataquis,UT,450,513,635,806
Maine,2006,Northwest Piscataquis,UT,450,513,635,806
Maine,2006,Parkman,450,513,635,806,862
Maine,2006,Sangerville,450,513,635,806,862
Maine,2006,Sebec,450,513,635,806,862
Maine,2006,Shirley,450,513,635,806,862
Maine,2006,Southeast Piscataquis,UT,450,513,635,806
Maine,2006,Wellington,450,513,635,806,862
Maine,2006,Willimantic,450,513,635,806,862
Maine,2006,Arrowsic,576,576,691,834,1197
Maine,2006,Bath,576,576,691,834,1197
Maine,2006,Bowdoin,576,576,691,834,1197
Maine,2006,Bowdoinham,576,576,691,834,1197
Maine,2006,Georgetown,576,576,691,834,1197
Maine,2006,Perkins UT,576,576,691,834,1197
Maine,2006,Phippsburg,576,576,691,834,1197
Maine,2006,Richmond,576,576,691,834,1197
Maine,2006,Topsham,576,576,691,834,1197
Maine,2006,West Bath,576,576,691,834,1197
Maine,2006,Woolwich,576,576,691,834,1197
Maine,2006,Anson,360,446,529,747,792
Maine,2006,Athens,360,446,529,747,792
Maine,2006,Bingham,360,446,529,747,792
Maine,2006,Brighton plantation,360,446,529,747,792
Maine,2006,Cambridge,360,446,529,747,792
Maine,2006,Canaan,360,446,529,747,792
Maine,2006,Caratunk,360,446,529,747,792
Maine,2006,Central Somerset,UT,360,446,529,747
Maine,2006,Cornville,360,446,529,747,792
Maine,2006,Dennistown plantation,360,446,529,747,792
Maine,2006,Detroit,360,446,529,747,792
Maine,2006,Embden,360,446,529,747,792
Maine,2006,Fairfield,360,446,529,747,792
Maine,2006,Harmony,360,446,529,747,792
Maine,2006,Hartland,360,446,529,747,792
Maine,2006,Highland plantation,360,446,529,747,792
Maine,2006,Jackman,360,446,529,747,792
Maine,2006,Madison,360,446,529,747,792
Maine,2006,Mercer,360,446,529,747,792
Maine,2006,Moose River,360,446,529,747,792
Maine,2006,Moscow,360,446,529,747,792
Maine,2006,New Portland,360,446,529,747,792
Maine,2006,Norridgewock,360,446,529,747,792
Maine,2006,Northeast Somerset,UT,360,446,529,747
Maine,2006,Northwest Somerset,UT,360,446,529,747
Maine,2006,Palmyra,360,446,529,747,792
Maine,2006,Pittsfield,360,446,529,747,792
Maine,2006,Pleasant Ridge,plantation,360,446,529,747
Maine,2006,Ripley,360,446,529,747,792
Maine,2006,St. Albans,360,446,529,747,792
Maine,2006,Seboomook Lake,UT,360,446,529,747
Maine,2006,Skowhegan,360,446,529,747,792
Maine,2006,Smithfield,360,446,529,747,792
Maine,2006,Solon,360,446,529,747,792
Maine,2006,Starks,360,446,529,747,792
Maine,2006,The Forks,plantation,360,446,529,747
Maine,2006,West Forks,plantation,360,446,529,747
Maine,2006,Belfast,504,541,652,799,850
Maine,2006,Belmont,504,541,652,799,850
Maine,2006,Brooks,504,541,652,799,850
Maine,2006,Burnham,504,541,652,799,850
Maine,2006,Frankfort,504,541,652,799,850
Maine,2006,Freedom,504,541,652,799,850
Maine,2006,Islesboro,504,541,652,799,850
Maine,2006,Jackson,504,541,652,799,850
Maine,2006,Knox,504,541,652,799,850
Maine,2006,Liberty,504,541,652,799,850
Maine,2006,Lincolnville,504,541,652,799,850
Maine,2006,Monroe,504,541,652,799,850
Maine,2006,Montville,504,541,652,799,850
Maine,2006,Morrill,504,541,652,799,850
Maine,2006,Northport,504,541,652,799,850
Maine,2006,Palermo,504,541,652,799,850
Maine,2006,Prospect,504,541,652,799,850
Maine,2006,Searsmont,504,541,652,799,850
Maine,2006,Searsport,504,541,652,799,850
Maine,2006,Stockton Springs,504,541,652,799,850
Maine,2006,Swanville,504,541,652,799,850
Maine,2006,Thorndike,504,541,652,799,850
Maine,2006,Troy,504,541,652,799,850
Maine,2006,Unity,504,541,652,799,850
Maine,2006,Waldo,504,541,652,799,850
Maine,2006,Winterport,504,541,652,799,850
Maine,2006,Addison,434,468,559,693,755
Maine,2006,Alexander,434,468,559,693,755
Maine,2006,Baileyville,434,468,559,693,755
Maine,2006,Baring plantation,434,468,559,693,755
Maine,2006,Beals,434,468,559,693,755
Maine,2006,Beddington,434,468,559,693,755
Maine,2006,Calais,434,468,559,693,755
Maine,2006,Centerville,434,468,559,693,755
Maine,2006,Charlotte,434,468,559,693,755
Maine,2006,Cherryfield,434,468,559,693,755
Maine,2006,Codyville plantation,434,468,559,693,755
Maine,2006,Columbia,434,468,559,693,755
Maine,2006,Columbia Falls,434,468,559,693,755
Maine,2006,Cooper,434,468,559,693,755
Maine,2006,Crawford,434,468,559,693,755
Maine,2006,Cutler,434,468,559,693,755
Maine,2006,Danforth,434,468,559,693,755
Maine,2006,Deblois,434,468,559,693,755
Maine,2006,Dennysville,434,468,559,693,755
Maine,2006,East Central,Washington,UT,434,468,559
Maine,2006,East Machias,434,468,559,693,755
Maine,2006,Eastport,434,468,559,693,755
Maine,2006,Grand Lake,Stream,plantation,434,468,559
Maine,2006,Harrington,434,468,559,693,755
Maine,2006,Jonesboro,434,468,559,693,755
Maine,2006,Jonesport,434,468,559,693,755
Maine,2006,Lubec,434,468,559,693,755
Maine,2006,Machias,434,468,559,693,755
Maine,2006,Machiasport,434,468,559,693,755
Maine,2006,Marshfield,434,468,559,693,755
Maine,2006,Meddybemps,434,468,559,693,755
Maine,2006,Milbridge,434,468,559,693,755
Maine,2006,Northfield,434,468,559,693,755
Maine,2006,North Washington,UT,434,468,559,693
Maine,2006,Passamaquoddy Indian,Township,Reservation,434,468,559
Maine,2006,Passamaquoddy Pleasant,Point,Reservation,434,468,559
Maine,2006,Pembroke,434,468,559,693,755
Maine,2006,Perry,434,468,559,693,755
Maine,2006,Princeton,434,468,559,693,755
Maine,2006,Robbinston,434,468,559,693,755
Maine,2006,Roque Bluffs,434,468,559,693,755
Maine,2006,Steuben,434,468,559,693,755
Maine,2006,Talmadge,434,468,559,693,755
Maine,2006,Topsfield,434,468,559,693,755
Maine,2006,Vanceboro,434,468,559,693,755
Maine,2006,Waite,434,468,559,693,755
Maine,2006,Wesley,434,468,559,693,755
Maine,2006,Whiting,434,468,559,693,755
Maine,2006,Whitneyville,434,468,559,693,755
Maine,2006,Acton,526,546,695,831,908
Maine,2006,Alfred,526,546,695,831,908
Maine,2006,Arundel,526,546,695,831,908
Maine,2006,Berwick,785,790,947,1379,1503
Maine,2006,Biddeford,526,546,695,831,908
Maine,2006,Buxton,606,720,933,1176,1260
Maine,2006,Cornish,526,546,695,831,908
Maine,2006,Dayton,526,546,695,831,908
Maine,2006,Eliot,785,790,947,1379,1503
Maine,2006,Hollis,606,720,933,1176,1260
Maine,2006,Kennebunk,526,546,695,831,908
Maine,2006,Kennebunkport,526,546,695,831,908
Maine,2006,Kittery,785,790,947,1379,1503
Maine,2006,Lebanon,526,546,695,831,908
Maine,2006,Limerick,526,546,695,831,908
Maine,2006,Limington,606,720,933,1176,1260
Maine,2006,Lyman,526,546,695,831,908
Maine,2006,Newfield,526,546,695,831,908
Maine,2006,North Berwick,526,546,695,831,908
Maine,2006,Ogunquit,526,546,695,831,908
Maine,2006,Old Orchard,Beach,606,720,933,1176
Maine,2006,Parsonsfield,526,546,695,831,908
Maine,2006,Saco,526,546,695,831,908
Maine,2006,Sanford,526,546,695,831,908
Maine,2006,Shapleigh,526,546,695,831,908
Maine,2006,South Berwick,785,790,947,1379,1503
Maine,2006,Waterboro,526,546,695,831,908
Maine,2006,Wells,526,546,695,831,908
Maine,2006,York,785,790,947,1379,1503
Maine,2007,Auburn,389,488,596,755,836
Maine,2007,Durham,389,488,596,755,836
Maine,2007,Greene,389,488,596,755,836
Maine,2007,Leeds,389,488,596,755,836
Maine,2007,Lewiston,389,488,596,755,836
Maine,2007,Lisbon,389,488,596,755,836
Maine,2007,Livermore,389,488,596,755,836
Maine,2007,Livermore Falls,389,488,596,755,836
Maine,2007,Mechanic Falls,389,488,596,755,836
Maine,2007,Minot,389,488,596,755,836
Maine,2007,Poland,389,488,596,755,836
Maine,2007,Sabattus,389,488,596,755,836
Maine,2007,Turner,389,488,596,755,836
Maine,2007,Wales,389,488,596,755,836
Maine,2007,Allagash,367,452,542,707,779
Maine,2007,Amity,367,452,542,707,779
Maine,2007,Ashland,367,452,542,707,779
Maine,2007,Bancroft,367,452,542,707,779
Maine,2007,Blaine,367,452,542,707,779
Maine,2007,Bridgewater,367,452,542,707,779
Maine,2007,Caribou,367,452,542,707,779
Maine,2007,Cary plantation,367,452,542,707,779
Maine,2007,Castle Hill,367,452,542,707,779
Maine,2007,Caswell,367,452,542,707,779
Maine,2007,Central Aroostook,UT,367,452,542,707
Maine,2007,Chapman,367,452,542,707,779
Maine,2007,Connor UT,367,452,542,707,779
Maine,2007,Crystal,367,452,542,707,779
Maine,2007,Cyr plantation,367,452,542,707,779
Maine,2007,Dyer Brook,367,452,542,707,779
Maine,2007,Eagle Lake,367,452,542,707,779
Maine,2007,Easton,367,452,542,707,779
Maine,2007,Fort Fairfield,367,452,542,707,779
Maine,2007,Fort Kent,367,452,542,707,779
Maine,2007,Frenchville,367,452,542,707,779
Maine,2007,Garfield plantation,367,452,542,707,779
Maine,2007,Glenwood plantation,367,452,542,707,779
Maine,2007,Grand Isle,367,452,542,707,779
Maine,2007,Hamlin,367,452,542,707,779
Maine,2007,Hammond,367,452,542,707,779
Maine,2007,Haynesville,367,452,542,707,779
Maine,2007,Hersey,367,452,542,707,779
Maine,2007,Hodgdon,367,452,542,707,779
Maine,2007,Houlton,367,452,542,707,779
Maine,2007,Island Falls,367,452,542,707,779
Maine,2007,Limestone,367,452,542,707,779
Maine,2007,Linneus,367,452,542,707,779
Maine,2007,Littleton,367,452,542,707,779
Maine,2007,Ludlow,367,452,542,707,779
Maine,2007,Macwahoc plantation,367,452,542,707,779
Maine,2007,Madawaska,367,452,542,707,779
Maine,2007,Mapleton,367,452,542,707,779
Maine,2007,Mars Hill,367,452,542,707,779
Maine,2007,Masardis,367,452,542,707,779
Maine,2007,Merrill,367,452,542,707,779
Maine,2007,Monticello,367,452,542,707,779
Maine,2007,Moro plantation,367,452,542,707,779
Maine,2007,Nashville plantation,367,452,542,707,779
Maine,2007,New Canada,367,452,542,707,779
Maine,2007,New Limerick,367,452,542,707,779
Maine,2007,New Sweden,367,452,542,707,779
Maine,2007,Northwest Aroostook,UT,367,452,542,707
Maine,2007,Oakfield,367,452,542,707,779
Maine,2007,Orient,367,452,542,707,779
Maine,2007,Oxbow plantation,367,452,542,707,779
Maine,2007,Penobscot Indian,Island,Reservation,367,452,542
Maine,2007,Perham,367,452,542,707,779
Maine,2007,Portage Lake,367,452,542,707,779
Maine,2007,Presque Isle,367,452,542,707,779
Maine,2007,Reed plantation,367,452,542,707,779
Maine,2007,St. Agatha,367,452,542,707,779
Maine,2007,St. Francis,367,452,542,707,779
Maine,2007,St. John,plantation,367,452,542,707
Maine,2007,Sherman,367,452,542,707,779
Maine,2007,Smyrna,367,452,542,707,779
Maine,2007,South Aroostook,UT,367,452,542,707
Maine,2007,Square Lake,UT,367,452,542,707
Maine,2007,Stockholm,367,452,542,707,779
Maine,2007,Van Buren,367,452,542,707,779
Maine,2007,Wade,367,452,542,707,779
Maine,2007,Wallagrass,367,452,542,707,779
Maine,2007,Washburn,367,452,542,707,779
Maine,2007,Westfield,367,452,542,707,779
Maine,2007,Westmanland,367,452,542,707,779
Maine,2007,Weston,367,452,542,707,779
Maine,2007,Winterville plantation,367,452,542,707,779
Maine,2007,Woodland,367,452,542,707,779
Maine,2007,Baldwin,502,600,773,923,1183
Maine,2007,Bridgton,502,600,773,923,1183
Maine,2007,Brunswick,502,600,773,923,1183
Maine,2007,Cape Elizabeth,638,757,981,1236,1324
Maine,2007,Casco,638,757,981,1236,1324
Maine,2007,Cumberland,638,757,981,1236,1324
Maine,2007,Falmouth,638,757,981,1236,1324
Maine,2007,Freeport,638,757,981,1236,1324
Maine,2007,Frye Island,638,757,981,1236,1324
Maine,2007,Gorham,638,757,981,1236,1324
Maine,2007,Gray,638,757,981,1236,1324
Maine,2007,Harpswell,502,600,773,923,1183
Maine,2007,Harrison,502,600,773,923,1183
Maine,2007,Long Island,638,757,981,1236,1324
Maine,2007,Naples,502,600,773,923,1183
Maine,2007,New Gloucester,502,600,773,923,1183
Maine,2007,North Yarmouth,638,757,981,1236,1324
Maine,2007,Portland,638,757,981,1236,1324
Maine,2007,Pownal,502,600,773,923,1183
Maine,2007,Raymond,638,757,981,1236,1324
Maine,2007,Scarborough,638,757,981,1236,1324
Maine,2007,Sebago,502,600,773,923,1183
Maine,2007,South Portland,638,757,981,1236,1324
Maine,2007,Standish,638,757,981,1236,1324
Maine,2007,Westbrook,638,757,981,1236,1324
Maine,2007,Windham,638,757,981,1236,1324
Maine,2007,Yarmouth,638,757,981,1236,1324
Maine,2007,Avon,456,492,599,715,928
Maine,2007,Carrabassett Valley,456,492,599,715,928
Maine,2007,Carthage,456,492,599,715,928
Maine,2007,Chesterville,456,492,599,715,928
Maine,2007,Coplin plantation,456,492,599,715,928
Maine,2007,Dallas plantation,456,492,599,715,928
Maine,2007,East Central,Franklin,UT,456,492,599
Maine,2007,Eustis,456,492,599,715,928
Maine,2007,Farmington,456,492,599,715,928
Maine,2007,Industry,456,492,599,715,928
Maine,2007,Jay,456,492,599,715,928
Maine,2007,Kingfield,456,492,599,715,928
Maine,2007,Madrid,456,492,599,715,928
Maine,2007,New Sharon,456,492,599,715,928
Maine,2007,New Vineyard,456,492,599,715,928
Maine,2007,North Franklin,UT,456,492,599,715
Maine,2007,Phillips,456,492,599,715,928
Maine,2007,Rangeley,456,492,599,715,928
Maine,2007,Rangeley plantation,456,492,599,715,928
Maine,2007,Sandy River,plantation,456,492,599,715
Maine,2007,South Franklin,UT,456,492,599,715
Maine,2007,Strong,456,492,599,715,928
Maine,2007,Temple,456,492,599,715,928
Maine,2007,Weld,456,492,599,715,928
Maine,2007,West Central,Franklin,UT,456,492,599
Maine,2007,Wilton,456,492,599,715,928
Maine,2007,Wyman UT,456,492,599,715,928
Maine,2007,Amherst,498,574,668,941,968
Maine,2007,Aurora,498,574,668,941,968
Maine,2007,Bar Harbor,498,574,668,941,968
Maine,2007,Blue Hill,498,574,668,941,968
Maine,2007,Brooklin,498,574,668,941,968
Maine,2007,Brooksville,498,574,668,941,968
Maine,2007,Bucksport,498,574,668,941,968
Maine,2007,Castine,498,574,668,941,968
Maine,2007,Central Hancock,UT,498,574,668,941
Maine,2007,Cranberry Isles,498,574,668,941,968
Maine,2007,Dedham,498,574,668,941,968
Maine,2007,Deer Isle,498,574,668,941,968
Maine,2007,Eastbrook,498,574,668,941,968
Maine,2007,East Hancock,UT,498,574,668,941
Maine,2007,Ellsworth,498,574,668,941,968
Maine,2007,Franklin,498,574,668,941,968
Maine,2007,Frenchboro,498,574,668,941,968
Maine,2007,Gouldsboro,498,574,668,941,968
Maine,2007,Great Pond,498,574,668,941,968
Maine,2007,Hancock,498,574,668,941,968
Maine,2007,Lamoine,498,574,668,941,968
Maine,2007,Mariaville,498,574,668,941,968
Maine,2007,Mount Desert,498,574,668,941,968
Maine,2007,Northwest Hancock,UT,498,574,668,941
Maine,2007,Orland,498,574,668,941,968
Maine,2007,Osborn,498,574,668,941,968
Maine,2007,Otis,498,574,668,941,968
Maine,2007,Penobscot,498,574,668,941,968
Maine,2007,Sedgwick,498,574,668,941,968
Maine,2007,Sorrento,498,574,668,941,968
Maine,2007,Southwest Harbor,498,574,668,941,968
Maine,2007,Stonington,498,574,668,941,968
Maine,2007,Sullivan,498,574,668,941,968
Maine,2007,Surry,498,574,668,941,968
Maine,2007,Swans Island,498,574,668,941,968
Maine,2007,Tremont,498,574,668,941,968
Maine,2007,Trenton,498,574,668,941,968
Maine,2007,Verona,498,574,668,941,968
Maine,2007,Waltham,498,574,668,941,968
Maine,2007,Winter Harbor,498,574,668,941,968
Maine,2007,Albion,395,473,589,804,859
Maine,2007,Augusta,395,473,589,804,859
Maine,2007,Belgrade,395,473,589,804,859
Maine,2007,Benton,395,473,589,804,859
Maine,2007,Chelsea,395,473,589,804,859
Maine,2007,China,395,473,589,804,859
Maine,2007,Clinton,395,473,589,804,859
Maine,2007,Farmingdale,395,473,589,804,859
Maine,2007,Fayette,395,473,589,804,859
Maine,2007,Gardiner,395,473,589,804,859
Maine,2007,Hallowell,395,473,589,804,859
Maine,2007,Litchfield,395,473,589,804,859
Maine,2007,Manchester,395,473,589,804,859
Maine,2007,Monmouth,395,473,589,804,859
Maine,2007,Mount Vernon,395,473,589,804,859
Maine,2007,Oakland,395,473,589,804,859
Maine,2007,Pittston,395,473,589,804,859
Maine,2007,Randolph,395,473,589,804,859
Maine,2007,Readfield,395,473,589,804,859
Maine,2007,Rome,395,473,589,804,859
Maine,2007,Sidney,395,473,589,804,859
Maine,2007,Unity UT,395,473,589,804,859
Maine,2007,Vassalboro,395,473,589,804,859
Maine,2007,Vienna,395,473,589,804,859
Maine,2007,Waterville,395,473,589,804,859
Maine,2007,Wayne,395,473,589,804,859
Maine,2007,West Gardiner,395,473,589,804,859
Maine,2007,Windsor,395,473,589,804,859
Maine,2007,Winslow,395,473,589,804,859
Maine,2007,Winthrop,395,473,589,804,859
Maine,2007,Appleton,451,596,680,921,1062
Maine,2007,Camden,451,596,680,921,1062
Maine,2007,Criehaven UT,451,596,680,921,1062
Maine,2007,Cushing,451,596,680,921,1062
Maine,2007,Friendship,451,596,680,921,1062
Maine,2007,Hope,451,596,680,921,1062
Maine,2007,Isle au,Haut,451,596,680,921
Maine,2007,Matinicus Isle,plantation,451,596,680,921
Maine,2007,North Haven,451,596,680,921,1062
Maine,2007,Owls Head,451,596,680,921,1062
Maine,2007,Rockland,451,596,680,921,1062
Maine,2007,Rockport,451,596,680,921,1062
Maine,2007,St. George,451,596,680,921,1062
Maine,2007,South Thomaston,451,596,680,921,1062
Maine,2007,Thomaston,451,596,680,921,1062
Maine,2007,Union,451,596,680,921,1062
Maine,2007,Vinalhaven,451,596,680,921,1062
Maine,2007,Warren,451,596,680,921,1062
Maine,2007,Washington,451,596,680,921,1062
Maine,2007,Alna,544,584,705,852,878
Maine,2007,Boothbay,544,584,705,852,878
Maine,2007,Boothbay Harbor,544,584,705,852,878
Maine,2007,Bremen,544,584,705,852,878
Maine,2007,Bristol,544,584,705,852,878
Maine,2007,Damariscotta,544,584,705,852,878
Maine,2007,Dresden,544,584,705,852,878
Maine,2007,Edgecomb,544,584,705,852,878
Maine,2007,Hibberts gore,544,584,705,852,878
Maine,2007,Jefferson,544,584,705,852,878
Maine,2007,Monhegan plantation,544,584,705,852,878
Maine,2007,Newcastle,544,584,705,852,878
Maine,2007,Nobleboro,544,584,705,852,878
Maine,2007,Somerville,544,584,705,852,878
Maine,2007,South Bristol,544,584,705,852,878
Maine,2007,Southport,544,584,705,852,878
Maine,2007,Waldoboro,544,584,705,852,878
Maine,2007,Westport,544,584,705,852,878
Maine,2007,Whitefield,544,584,705,852,878
Maine,2007,Wiscasset,544,584,705,852,878
Maine,2007,Andover,379,504,581,774,970
Maine,2007,Bethel,379,504,581,774,970
Maine,2007,Brownfield,379,504,581,774,970
Maine,2007,Buckfield,379,504,581,774,970
Maine,2007,Byron,379,504,581,774,970
Maine,2007,Canton,379,504,581,774,970
Maine,2007,Denmark,379,504,581,774,970
Maine,2007,Dixfield,379,504,581,774,970
Maine,2007,Fryeburg,379,504,581,774,970
Maine,2007,Gilead,379,504,581,774,970
Maine,2007,Greenwood,379,504,581,774,970
Maine,2007,Hanover,379,504,581,774,970
Maine,2007,Hartford,379,504,581,774,970
Maine,2007,Hebron,379,504,581,774,970
Maine,2007,Hiram,379,504,581,774,970
Maine,2007,Lincoln plantation,379,504,581,774,970
Maine,2007,Lovell,379,504,581,774,970
Maine,2007,Magalloway plantation,379,504,581,774,970
Maine,2007,Mexico,379,504,581,774,970
Maine,2007,Milton UT,379,504,581,774,970
Maine,2007,Newry,379,504,581,774,970
Maine,2007,North Oxford,UT,379,504,581,774
Maine,2007,Norway,379,504,581,774,970
Maine,2007,Otisfield,379,504,581,774,970
Maine,2007,Oxford,379,504,581,774,970
Maine,2007,Paris,379,504,581,774,970
Maine,2007,Peru,379,504,581,774,970
Maine,2007,Porter,379,504,581,774,970
Maine,2007,Roxbury,379,504,581,774,970
Maine,2007,Rumford,379,504,581,774,970
Maine,2007,South Oxford,UT,379,504,581,774
Maine,2007,Stoneham,379,504,581,774,970
Maine,2007,Stow,379,504,581,774,970
Maine,2007,Sumner,379,504,581,774,970
Maine,2007,Sweden,379,504,581,774,970
Maine,2007,Upton,379,504,581,774,970
Maine,2007,Waterford,379,504,581,774,970
Maine,2007,West Paris,379,504,581,774,970
Maine,2007,Woodstock,379,504,581,774,970
Maine,2007,Alton,481,482,579,724,888
Maine,2007,Argyle UT,481,482,579,724,888
Maine,2007,Bangor,473,552,704,895,1010
Maine,2007,Bradford,481,482,579,724,888
Maine,2007,Bradley,481,482,579,724,888
Maine,2007,Brewer,473,552,704,895,1010
Maine,2007,Burlington,481,482,579,724,888
Maine,2007,Carmel,481,482,579,724,888
Maine,2007,Carroll plantation,481,482,579,724,888
Maine,2007,Charleston,481,482,579,724,888
Maine,2007,Chester,481,482,579,724,888
Maine,2007,Clifton,481,482,579,724,888
Maine,2007,Corinna,481,482,579,724,888
Maine,2007,Corinth,481,482,579,724,888
Maine,2007,Dexter,481,482,579,724,888
Maine,2007,Dixmont,481,482,579,724,888
Maine,2007,Drew plantation,481,482,579,724,888
Maine,2007,East Central,Penobscot,UT,481,482,579
Maine,2007,East Millinocket,481,482,579,724,888
Maine,2007,Eddington,473,552,704,895,1010
Maine,2007,Edinburg,481,482,579,724,888
Maine,2007,Enfield,481,482,579,724,888
Maine,2007,Etna,481,482,579,724,888
Maine,2007,Exeter,481,482,579,724,888
Maine,2007,Garland,481,482,579,724,888
Maine,2007,Glenburn,473,552,704,895,1010
Maine,2007,Greenbush,481,482,579,724,888
Maine,2007,Hampden,473,552,704,895,1010
Maine,2007,Hermon,473,552,704,895,1010
Maine,2007,Holden,473,552,704,895,1010
Maine,2007,Howland,481,482,579,724,888
Maine,2007,Hudson,481,482,579,724,888
Maine,2007,Kenduskeag,473,552,704,895,1010
Maine,2007,Kingman UT,481,482,579,724,888
Maine,2007,Lagrange,481,482,579,724,888
Maine,2007,Lakeville,481,482,579,724,888
Maine,2007,Lee,481,482,579,724,888
Maine,2007,Levant,481,482,579,724,888
Maine,2007,Lincoln,481,482,579,724,888
Maine,2007,Lowell,481,482,579,724,888
Maine,2007,Mattawamkeag,481,482,579,724,888
Maine,2007,Maxfield,481,482,579,724,888
Maine,2007,Medway,481,482,579,724,888
Maine,2007,Milford,473,552,704,895,1010
Maine,2007,Millinocket,481,482,579,724,888
Maine,2007,Mount Chase,481,482,579,724,888
Maine,2007,Newburgh,481,482,579,724,888
Maine,2007,Newport,481,482,579,724,888
Maine,2007,North Penobscot,UT,481,482,579,724
Maine,2007,Old,473,552,704,895,1010
Maine,2007,Orono,473,552,704,895,1010
Maine,2007,Orrington,473,552,704,895,1010
Maine,2007,Passadumkeag,481,482,579,724,888
Maine,2007,Patten,481,482,579,724,888
Maine,2007,Plymouth,481,482,579,724,888
Maine,2007,Prentiss UT,481,482,579,724,888
Maine,2007,Seboeis plantation,481,482,579,724,888
Maine,2007,Springfield,481,482,579,724,888
Maine,2007,Stacyville,481,482,579,724,888
Maine,2007,Stetson,481,482,579,724,888
Maine,2007,Twombly UT,481,482,579,724,888
Maine,2007,Veazie,473,552,704,895,1010
Maine,2007,Webster plantation,481,482,579,724,888
Maine,2007,Whitney UT,481,482,579,724,888
Maine,2007,Winn,481,482,579,724,888
Maine,2007,Woodville,481,482,579,724,888
Maine,2007,Abbot,473,539,667,846,906
Maine,2007,Atkinson,473,539,667,846,906
Maine,2007,Beaver Cove,473,539,667,846,906
Maine,2007,Blanchard UT,473,539,667,846,906
Maine,2007,Bowerbank,473,539,667,846,906
Maine,2007,Brownville,473,539,667,846,906
Maine,2007,Dover-Foxcroft,473,539,667,846,906
Maine,2007,Greenville,473,539,667,846,906
Maine,2007,Guilford,473,539,667,846,906
Maine,2007,Kingsbury plantation,473,539,667,846,906
Maine,2007,Lake View,plantation,473,539,667,846
Maine,2007,Medford,473,539,667,846,906
Maine,2007,Milo,473,539,667,846,906
Maine,2007,Monson,473,539,667,846,906
Maine,2007,Northeast Piscataquis,UT,473,539,667,846
Maine,2007,Northwest Piscataquis,UT,473,539,667,846
Maine,2007,Parkman,473,539,667,846,906
Maine,2007,Sangerville,473,539,667,846,906
Maine,2007,Sebec,473,539,667,846,906
Maine,2007,Shirley,473,539,667,846,906
Maine,2007,Southeast Piscataquis,UT,473,539,667,846
Maine,2007,Wellington,473,539,667,846,906
Maine,2007,Willimantic,473,539,667,846,906
Maine,2007,Arrowsic,605,605,726,876,1257
Maine,2007,Bath,605,605,726,876,1257
Maine,2007,Bowdoin,605,605,726,876,1257
Maine,2007,Bowdoinham,605,605,726,876,1257
Maine,2007,Georgetown,605,605,726,876,1257
Maine,2007,Perkins UT,605,605,726,876,1257
Maine,2007,Phippsburg,605,605,726,876,1257
Maine,2007,Richmond,605,605,726,876,1257
Maine,2007,Topsham,605,605,726,876,1257
Maine,2007,West Bath,605,605,726,876,1257
Maine,2007,Woolwich,605,605,726,876,1257
Maine,2007,Anson,378,469,556,785,832
Maine,2007,Athens,378,469,556,785,832
Maine,2007,Bingham,378,469,556,785,832
Maine,2007,Brighton plantation,378,469,556,785,832
Maine,2007,Cambridge,378,469,556,785,832
Maine,2007,Canaan,378,469,556,785,832
Maine,2007,Caratunk,378,469,556,785,832
Maine,2007,Central Somerset,UT,378,469,556,785
Maine,2007,Cornville,378,469,556,785,832
Maine,2007,Dennistown plantation,378,469,556,785,832
Maine,2007,Detroit,378,469,556,785,832
