State,Year,County,0BR,1BR,2BR,3BR,4BR
Kentucky,2008,Lyon,478,486,577,748,775
Kentucky,2008,McCracken,367,462,568,762,785
Kentucky,2008,McCreary,407,440,490,632,648
Kentucky,2008,McLean,402,447,588,816,864
Kentucky,2008,Madison,421,447,572,807,946
Kentucky,2008,Magoffin,407,411,490,603,630
Kentucky,2008,Marion,401,403,518,693,714
Kentucky,2008,Marshall,439,441,531,692,900
Kentucky,2008,Martin,407,411,490,603,630
Kentucky,2008,Mason,331,423,511,746,856
Kentucky,2008,Meade,458,459,550,706,791
Kentucky,2008,Menifee,384,416,513,641,662
Kentucky,2008,Mercer,447,476,540,711,837
Kentucky,2008,Metcalfe,365,398,490,625,728
Kentucky,2008,Monroe,365,398,490,625,728
Kentucky,2008,Montgomery,395,460,607,724,747
Kentucky,2008,Morgan,384,416,513,641,662
Kentucky,2008,Muhlenberg,404,405,490,622,639
Kentucky,2008,Nelson,392,473,572,833,901
Kentucky,2008,Nicholas,503,503,659,807,890
Kentucky,2008,Ohio,405,430,490,650,713
Kentucky,2008,Oldham,483,559,663,926,984
Kentucky,2008,Owen,537,612,699,941,1225
Kentucky,2008,Owsley,407,427,490,613,637
Kentucky,2008,Pendleton,473,560,726,972,1009
Kentucky,2008,Perry,407,428,490,586,718
Kentucky,2008,Pike,416,417,502,602,620
Kentucky,2008,Powell,373,470,575,688,709
Kentucky,2008,Pulaski,348,385,490,605,640
Kentucky,2008,Robertson,384,416,513,641,662
Kentucky,2008,Rockcastle,406,427,490,592,610
Kentucky,2008,Rowan,433,480,534,670,692
Kentucky,2008,Russell,371,412,490,597,666
Kentucky,2008,Scott,461,554,683,918,947
Kentucky,2008,Shelby,549,551,665,875,901
Kentucky,2008,Simpson,439,516,678,843,869
Kentucky,2008,Spencer,483,559,663,926,984
Kentucky,2008,Taylor,322,441,490,632,830
Kentucky,2008,Todd,478,486,577,748,775
Kentucky,2008,Trigg,518,539,626,905,931
Kentucky,2008,Trimble,483,559,663,926,984
Kentucky,2008,Union,433,435,524,638,671
Kentucky,2008,Warren,447,533,649,865,1020
Kentucky,2008,Washington,401,403,518,693,714
Kentucky,2008,Wayne,320,392,490,635,654
Kentucky,2008,Webster,415,484,602,743,807
Kentucky,2008,Whitley,375,395,520,621,640
Kentucky,2008,Wolfe,407,427,490,613,637
Kentucky,2008,Woodford,461,554,683,918,947
Kentucky,2009,Adair,382,424,504,614,685
Kentucky,2009,Allen,330,428,504,673,871
Kentucky,2009,Anderson,486,519,686,992,1183
Kentucky,2009,Ballard,413,457,563,721,813
Kentucky,2009,Barren,348,407,528,658,725
Kentucky,2009,Bath,395,428,528,659,682
Kentucky,2009,Bell,331,452,504,601,738
Kentucky,2009,Boone,478,566,733,981,1019
Kentucky,2009,Bourbon,458,551,679,913,941
Kentucky,2009,Boyd,410,485,582,718,741
Kentucky,2009,Boyle,423,468,615,737,761
Kentucky,2009,Bracken,478,566,733,981,1019
Kentucky,2009,Breathitt,418,439,504,626,655
Kentucky,2009,Breckinridge,412,414,532,711,733
Kentucky,2009,Bullitt,496,573,680,950,1009
Kentucky,2009,Butler,451,535,651,856,881
Kentucky,2009,Caldwell,419,420,504,638,725
Kentucky,2009,Calloway,501,503,604,744,1061
Kentucky,2009,Campbell,478,566,733,981,1019
Kentucky,2009,Carlisle,413,457,563,721,813
Kentucky,2009,Carroll,495,497,617,816,886
Kentucky,2009,Carter,329,438,508,605,685
Kentucky,2009,Casey,382,424,504,614,685
Kentucky,2009,Christian,537,559,649,938,966
Kentucky,2009,Clark,458,551,679,913,941
Kentucky,2009,Clay,327,453,504,601,619
Kentucky,2009,Clinton,382,424,504,614,685
Kentucky,2009,Crittenden,418,420,504,658,747
Kentucky,2009,Cumberland,382,424,504,614,685
Kentucky,2009,Daviess,413,459,604,838,887
Kentucky,2009,Edmonson,459,548,667,889,1048
Kentucky,2009,Elliott,440,442,532,676,799
Kentucky,2009,Estill,418,420,504,644,849
Kentucky,2009,Fayette,458,551,679,913,941
Kentucky,2009,Fleming,395,428,528,659,682
Kentucky,2009,Floyd,382,428,504,661,762
Kentucky,2009,Franklin,498,528,695,942,969
Kentucky,2009,Fulton,413,457,563,721,813
Kentucky,2009,Gallatin,478,566,733,981,1019
Kentucky,2009,Garrard,425,476,571,682,1000
Kentucky,2009,Grant,452,545,694,854,957
Kentucky,2009,Graves,405,406,504,602,734
Kentucky,2009,Grayson,419,420,504,657,771
Kentucky,2009,Green,380,420,504,609,680
Kentucky,2009,Greenup,410,485,582,718,741
Kentucky,2009,Hancock,413,459,604,838,887
Kentucky,2009,Hardin,424,473,570,811,998
Kentucky,2009,Harlan,417,449,504,620,784
Kentucky,2009,Harrison,434,436,570,747,772
Kentucky,2009,Hart,375,409,504,643,749
Kentucky,2009,Henderson,430,502,624,770,837
Kentucky,2009,Henry,496,573,680,950,1009
Kentucky,2009,Hickman,413,457,563,721,813
Kentucky,2009,Hopkins,418,419,504,632,884
Kentucky,2009,Jackson,418,439,504,609,627
Kentucky,2009,Jefferson,496,573,680,950,1009
Kentucky,2009,Jessamine,458,551,679,913,941
Kentucky,2009,Johnson,329,429,504,687,707
Kentucky,2009,Kenton,478,566,733,981,1019
Kentucky,2009,Knott,418,439,504,631,655
Kentucky,2009,Knox,330,399,504,711,735
Kentucky,2009,Larue,424,473,570,811,998
Kentucky,2009,Laurel,418,453,504,619,846
Kentucky,2009,Lawrence,327,382,504,673,694
Kentucky,2009,Lee,418,439,504,631,655
Kentucky,2009,Leslie,418,439,504,631,655
Kentucky,2009,Letcher,418,439,504,626,655
Kentucky,2009,Lewis,395,428,528,659,682
Kentucky,2009,Lincoln,364,498,552,661,873
Kentucky,2009,Livingston,417,418,504,648,736
Kentucky,2009,Logan,446,485,539,738,818
Kentucky,2009,Lyon,492,500,593,769,797
Kentucky,2009,McCracken,378,475,584,783,807
Kentucky,2009,McCreary,419,452,504,650,667
Kentucky,2009,McLean,413,459,604,838,887
Kentucky,2009,Madison,433,459,588,829,973
Kentucky,2009,Magoffin,419,422,504,620,648
Kentucky,2009,Marion,412,414,532,711,733
Kentucky,2009,Marshall,452,453,546,711,925
Kentucky,2009,Martin,419,422,504,620,648
Kentucky,2009,Mason,340,434,525,766,879
Kentucky,2009,Meade,471,473,566,726,814
Kentucky,2009,Menifee,395,428,528,659,682
Kentucky,2009,Mercer,460,490,555,731,860
Kentucky,2009,Metcalfe,375,409,504,643,749
Kentucky,2009,Monroe,375,409,504,643,749
Kentucky,2009,Montgomery,405,472,623,743,766
Kentucky,2009,Morgan,395,428,528,659,682
Kentucky,2009,Muhlenberg,416,417,504,640,657
Kentucky,2009,Nelson,403,487,589,858,928
Kentucky,2009,Nicholas,517,517,677,829,914
Kentucky,2009,Ohio,416,443,504,668,734
Kentucky,2009,Oldham,496,573,680,950,1009
Kentucky,2009,Owen,551,629,718,966,1259
Kentucky,2009,Owsley,418,439,504,631,655
Kentucky,2009,Pendleton,478,566,733,981,1019
Kentucky,2009,Perry,418,440,504,603,739
Kentucky,2009,Pike,428,429,516,619,637
Kentucky,2009,Powell,382,483,590,706,727
Kentucky,2009,Pulaski,358,396,504,622,659
Kentucky,2009,Robertson,395,428,528,659,682
Kentucky,2009,Rockcastle,418,439,504,609,627
Kentucky,2009,Rowan,444,493,548,688,710
Kentucky,2009,Russell,382,424,504,614,685
Kentucky,2009,Scott,458,551,679,913,941
Kentucky,2009,Shelby,563,564,681,896,923
Kentucky,2009,Simpson,452,530,697,866,893
Kentucky,2009,Spencer,496,573,680,950,1009
Kentucky,2009,Taylor,332,454,504,650,853
Kentucky,2009,Todd,492,500,593,769,797
Kentucky,2009,Trigg,537,559,649,938,966
Kentucky,2009,Trimble,496,573,680,950,1009
Kentucky,2009,Union,445,447,538,655,689
Kentucky,2009,Warren,459,548,667,889,1048
Kentucky,2009,Washington,412,414,532,711,733
Kentucky,2009,Wayne,330,403,504,653,673
Kentucky,2009,Webster,430,502,624,770,837
Kentucky,2009,Whitley,385,405,534,638,657
Kentucky,2009,Wolfe,418,439,504,631,655
Kentucky,2009,Woodford,458,551,679,913,941
Kentucky,2010,Adair,384,426,507,618,690
Kentucky,2010,Allen,332,431,507,677,876
Kentucky,2010,Anderson,489,522,690,998,1190
Kentucky,2010,Ballard,415,459,566,725,817
Kentucky,2010,Barren,349,409,530,661,728
Kentucky,2010,Bath,396,429,530,662,684
Kentucky,2010,Bell,333,455,507,605,742
Kentucky,2010,Boone,473,560,726,972,1009
Kentucky,2010,Bourbon,492,591,729,980,1010
Kentucky,2010,Boyd,414,490,588,725,749
Kentucky,2010,Boyle,425,470,618,740,764
Kentucky,2010,Bracken,473,560,726,972,1009
Kentucky,2010,Breathitt,421,442,507,630,659
Kentucky,2010,Breckinridge,414,416,535,715,737
Kentucky,2010,Bullitt,499,577,684,956,1015
Kentucky,2010,Butler,454,538,655,861,887
Kentucky,2010,Caldwell,421,422,507,642,729
Kentucky,2010,Calloway,504,505,607,748,1066
Kentucky,2010,Campbell,473,560,726,972,1009
Kentucky,2010,Carlisle,415,459,566,725,817
Kentucky,2010,Carroll,499,500,621,821,892
Kentucky,2010,Carter,330,440,510,607,687
Kentucky,2010,Casey,384,426,507,618,690
Kentucky,2010,Christian,550,572,664,960,988
Kentucky,2010,Clark,492,591,729,980,1010
Kentucky,2010,Clay,329,455,507,605,623
Kentucky,2010,Clinton,384,426,507,618,690
Kentucky,2010,Crittenden,421,422,507,662,752
Kentucky,2010,Cumberland,384,426,507,618,690
Kentucky,2010,Daviess,415,461,607,842,892
Kentucky,2010,Edmonson,462,552,671,894,1054
Kentucky,2010,Elliott,443,444,535,680,804
Kentucky,2010,Estill,421,422,507,648,854
Kentucky,2010,Fayette,492,591,729,980,1010
Kentucky,2010,Fleming,396,429,530,662,684
Kentucky,2010,Floyd,384,430,507,665,767
Kentucky,2010,Franklin,500,530,698,946,973
Kentucky,2010,Fulton,415,459,566,725,817
Kentucky,2010,Gallatin,473,560,726,972,1009
Kentucky,2010,Garrard,428,478,574,685,1005
Kentucky,2010,Grant,448,541,688,847,949
Kentucky,2010,Graves,407,409,507,605,738
Kentucky,2010,Grayson,422,423,507,661,776
Kentucky,2010,Green,382,423,507,613,684
Kentucky,2010,Greenup,414,490,588,725,749
Kentucky,2010,Hancock,415,461,607,842,892
Kentucky,2010,Hardin,426,475,573,815,1003
Kentucky,2010,Harlan,420,452,507,624,788
Kentucky,2010,Harrison,436,438,573,751,776
Kentucky,2010,Hart,377,412,507,647,753
Kentucky,2010,Henderson,435,508,632,780,848
Kentucky,2010,Henry,499,577,684,956,1015
Kentucky,2010,Hickman,415,459,566,725,817
Kentucky,2010,Hopkins,420,421,507,636,889
Kentucky,2010,Jackson,420,442,507,613,631
Kentucky,2010,Jefferson,499,577,684,956,1015
Kentucky,2010,Jessamine,492,591,729,980,1010
Kentucky,2010,Johnson,331,431,507,692,711
Kentucky,2010,Kenton,473,560,726,972,1009
Kentucky,2010,Knott,421,442,507,634,659
Kentucky,2010,Knox,332,401,507,715,739
Kentucky,2010,Larue,426,475,573,815,1003
Kentucky,2010,Laurel,421,456,507,623,851
Kentucky,2010,Lawrence,329,384,507,677,698
Kentucky,2010,Lee,421,442,507,634,659
Kentucky,2010,Leslie,421,442,507,634,659
Kentucky,2010,Letcher,421,442,507,630,659
Kentucky,2010,Lewis,396,429,530,662,684
Kentucky,2010,Lincoln,366,501,555,664,878
Kentucky,2010,Livingston,420,421,507,652,741
Kentucky,2010,Logan,449,487,542,742,822
Kentucky,2010,Lyon,494,502,596,773,801
Kentucky,2010,McCracken,380,478,587,787,811
Kentucky,2010,McCreary,421,455,507,654,671
Kentucky,2010,McLean,415,461,607,842,892
Kentucky,2010,Madison,436,462,592,835,979
Kentucky,2010,Magoffin,421,425,507,624,652
Kentucky,2010,Marion,414,416,535,715,737
Kentucky,2010,Marshall,454,456,549,715,931
Kentucky,2010,Martin,421,425,507,624,652
Kentucky,2010,Mason,342,437,528,770,884
Kentucky,2010,Meade,475,476,570,731,820
Kentucky,2010,Menifee,396,429,530,662,684
Kentucky,2010,Mercer,462,492,558,735,865
Kentucky,2010,Metcalfe,377,412,507,647,753
Kentucky,2010,Monroe,377,412,507,647,753
Kentucky,2010,Montgomery,407,475,626,747,770
Kentucky,2010,Morgan,396,429,530,662,684
Kentucky,2010,Muhlenberg,418,419,507,644,661
Kentucky,2010,Nelson,406,490,593,864,935
Kentucky,2010,Nicholas,520,520,681,834,919
Kentucky,2010,Ohio,419,445,507,672,738
Kentucky,2010,Oldham,499,577,684,956,1015
Kentucky,2010,Owen,554,632,722,972,1266
Kentucky,2010,Owsley,421,442,507,634,659
Kentucky,2010,Pendleton,473,560,726,972,1009
Kentucky,2010,Perry,421,443,507,606,743
Kentucky,2010,Pike,430,431,519,623,641
Kentucky,2010,Powell,384,485,593,709,731
Kentucky,2010,Pulaski,360,399,507,626,663
Kentucky,2010,Robertson,396,429,530,662,684
Kentucky,2010,Rockcastle,420,442,507,613,631
Kentucky,2010,Rowan,446,494,550,690,712
Kentucky,2010,Russell,384,426,507,618,690
Kentucky,2010,Scott,492,591,729,980,1010
Kentucky,2010,Shelby,567,568,686,903,930
Kentucky,2010,Simpson,454,533,701,871,898
Kentucky,2010,Spencer,499,577,684,956,1015
Kentucky,2010,Taylor,334,456,507,654,858
Kentucky,2010,Todd,494,502,596,773,801
Kentucky,2010,Trigg,550,572,664,960,988
Kentucky,2010,Trimble,499,577,684,956,1015
Kentucky,2010,Union,447,448,540,657,691
Kentucky,2010,Warren,462,552,671,894,1054
Kentucky,2010,Washington,414,416,535,715,737
Kentucky,2010,Wayne,332,405,507,657,677
Kentucky,2010,Webster,435,508,632,780,848
Kentucky,2010,Whitley,387,408,537,641,661
Kentucky,2010,Wolfe,421,442,507,634,659
Kentucky,2010,Woodford,492,591,729,980,1010
Kentucky,2011,Adair,384,426,506,617,688
Kentucky,2011,Allen,331,430,506,676,874
Kentucky,2011,Anderson,487,521,688,995,1186
Kentucky,2011,Ballard,415,458,565,724,816
Kentucky,2011,Barren,349,408,529,660,726
Kentucky,2011,Bath,396,428,529,661,683
Kentucky,2011,Bell,332,454,506,604,741
Kentucky,2011,Boone,490,581,752,1007,1045
Kentucky,2011,Bourbon,477,573,707,950,980
Kentucky,2011,Boyd,420,496,596,735,759
Kentucky,2011,Boyle,424,470,617,739,763
Kentucky,2011,Bracken,490,581,752,1007,1045
Kentucky,2011,Breathitt,420,441,506,629,657
Kentucky,2011,Breckinridge,413,415,534,714,736
Kentucky,2011,Bullitt,506,585,694,970,1030
Kentucky,2011,Butler,453,537,653,859,884
Kentucky,2011,Caldwell,420,421,506,641,728
Kentucky,2011,Calloway,503,504,606,747,1064
Kentucky,2011,Campbell,490,581,752,1007,1045
Kentucky,2011,Carlisle,415,458,565,724,816
Kentucky,2011,Carroll,497,498,619,818,889
Kentucky,2011,Carter,330,439,509,606,686
Kentucky,2011,Casey,384,426,506,617,688
Kentucky,2011,Christian,549,571,663,959,987
Kentucky,2011,Clark,477,573,707,950,980
Kentucky,2011,Clay,328,454,506,604,622
Kentucky,2011,Clinton,384,426,506,617,688
Kentucky,2011,Crittenden,420,421,506,661,750
Kentucky,2011,Cumberland,384,426,506,617,688
Kentucky,2011,Daviess,414,461,606,841,890
Kentucky,2011,Edmonson,460,550,669,892,1051
Kentucky,2011,Elliott,442,443,534,679,802
Kentucky,2011,Estill,420,421,506,647,852
Kentucky,2011,Fayette,477,573,707,950,980
Kentucky,2011,Fleming,396,428,529,661,683
Kentucky,2011,Floyd,383,430,506,664,765
Kentucky,2011,Franklin,500,530,697,945,972
Kentucky,2011,Fulton,415,458,565,724,816
Kentucky,2011,Gallatin,490,581,752,1007,1045
Kentucky,2011,Garrard,426,476,572,683,1002
Kentucky,2011,Grant,464,560,713,878,983
Kentucky,2011,Graves,406,408,506,604,737
Kentucky,2011,Grayson,421,422,506,660,774
Kentucky,2011,Green,381,422,506,612,683
Kentucky,2011,Greenup,420,496,596,735,759
Kentucky,2011,Hancock,414,461,606,841,890
Kentucky,2011,Hardin,425,473,571,813,1000
Kentucky,2011,Harlan,419,451,506,622,787
Kentucky,2011,Harrison,435,437,571,749,773
Kentucky,2011,Hart,376,411,506,646,752
Kentucky,2011,Henderson,441,515,640,790,858
Kentucky,2011,Henry,506,585,694,970,1030
Kentucky,2011,Hickman,415,458,565,724,816
Kentucky,2011,Hopkins,419,420,506,635,888
Kentucky,2011,Jackson,419,441,506,612,630
Kentucky,2011,Jefferson,506,585,694,970,1030
Kentucky,2011,Jessamine,477,573,707,950,980
Kentucky,2011,Johnson,330,431,506,690,709
Kentucky,2011,Kenton,490,581,752,1007,1045
Kentucky,2011,Knott,420,441,506,633,657
Kentucky,2011,Knox,331,400,506,713,738
Kentucky,2011,Larue,425,473,571,813,1000
Kentucky,2011,Laurel,420,455,506,621,850
Kentucky,2011,Lawrence,328,383,506,676,696
Kentucky,2011,Lee,420,441,506,633,657
Kentucky,2011,Leslie,420,441,506,633,657
Kentucky,2011,Letcher,420,441,506,629,657
Kentucky,2011,Lewis,396,428,529,661,683
Kentucky,2011,Lincoln,365,500,554,663,876
Kentucky,2011,Livingston,419,420,506,651,739
Kentucky,2011,Logan,447,485,540,739,819
Kentucky,2011,Lyon,493,502,595,772,800
Kentucky,2011,McCracken,379,477,586,786,810
Kentucky,2011,McCreary,420,454,506,652,669
Kentucky,2011,McLean,414,461,606,841,890
Kentucky,2011,Madison,434,461,590,832,976
Kentucky,2011,Magoffin,420,424,506,623,651
Kentucky,2011,Marion,413,415,534,714,736
Kentucky,2011,Marshall,453,455,548,714,929
Kentucky,2011,Martin,420,424,506,623,651
Kentucky,2011,Mason,341,436,527,769,883
Kentucky,2011,Meade,481,483,578,742,831
Kentucky,2011,Menifee,396,428,529,661,683
Kentucky,2011,Mercer,461,491,557,734,863
Kentucky,2011,Metcalfe,376,411,506,646,752
Kentucky,2011,Monroe,376,411,506,646,752
Kentucky,2011,Montgomery,406,473,624,744,768
Kentucky,2011,Morgan,396,428,529,661,683
Kentucky,2011,Muhlenberg,417,418,506,643,660
Kentucky,2011,Nelson,412,497,601,876,947
Kentucky,2011,Nicholas,518,519,679,832,917
Kentucky,2011,Ohio,418,444,506,671,737
Kentucky,2011,Oldham,506,585,694,970,1030
Kentucky,2011,Owen,553,631,720,969,1262
Kentucky,2011,Owsley,420,441,506,633,657
Kentucky,2011,Pendleton,490,581,752,1007,1045
Kentucky,2011,Perry,420,442,506,605,742
Kentucky,2011,Pike,429,430,518,622,640
Kentucky,2011,Powell,383,483,591,707,729
Kentucky,2011,Pulaski,359,398,506,624,661
Kentucky,2011,Robertson,396,428,529,661,683
Kentucky,2011,Rockcastle,419,441,506,612,630
Kentucky,2011,Rowan,445,494,549,689,711
Kentucky,2011,Russell,384,426,506,617,688
Kentucky,2011,Scott,477,573,707,950,980
Kentucky,2011,Shelby,575,576,696,916,943
Kentucky,2011,Simpson,453,532,699,869,895
Kentucky,2011,Spencer,506,585,694,970,1030
Kentucky,2011,Taylor,333,455,506,652,857
Kentucky,2011,Todd,493,502,595,772,800
Kentucky,2011,Trigg,549,571,663,959,987
Kentucky,2011,Trimble,506,585,694,970,1030
Kentucky,2011,Union,446,447,539,656,690
Kentucky,2011,Warren,460,550,669,892,1051
Kentucky,2011,Washington,413,415,534,714,736
Kentucky,2011,Wayne,331,404,506,656,676
Kentucky,2011,Webster,441,515,640,790,858
Kentucky,2011,Whitley,386,407,536,640,659
Kentucky,2011,Wolfe,420,441,506,633,657
Kentucky,2011,Woodford,477,573,707,950,980
Kentucky,2012,Adair,372,413,491,599,668
Kentucky,2012,Allen,321,417,491,655,848
Kentucky,2012,Anderson,455,487,643,930,1109
Kentucky,2012,Ballard,405,448,552,707,797
Kentucky,2012,Barren,345,403,523,652,718
Kentucky,2012,Bath,367,398,491,613,634
Kentucky,2012,Bell,323,440,491,586,719
Kentucky,2012,Boone,471,558,723,968,1005
Kentucky,2012,Bourbon,447,537,662,890,918
Kentucky,2012,Boyd,422,499,599,739,763
Kentucky,2012,Boyle,391,432,568,680,703
Kentucky,2012,Bracken,471,558,723,968,1005
Kentucky,2012,Breathitt,408,428,491,610,638
Kentucky,2012,Breckinridge,380,382,491,656,677
Kentucky,2012,Bullitt,509,588,698,975,1036
Kentucky,2012,Butler,340,404,491,646,665
Kentucky,2012,Caldwell,409,410,492,623,707
Kentucky,2012,Calloway,469,470,565,696,992
Kentucky,2012,Campbell,471,558,723,968,1005
Kentucky,2012,Carlisle,373,412,508,651,734
Kentucky,2012,Carroll,413,414,514,680,738
Kentucky,2012,Carter,318,424,491,585,662
Kentucky,2012,Casey,372,413,491,599,668
Kentucky,2012,Christian,565,587,682,986,1015
Kentucky,2012,Clark,447,537,662,890,918
Kentucky,2012,Clay,318,441,491,586,603
Kentucky,2012,Clinton,372,413,491,599,668
Kentucky,2012,Crittenden,408,409,491,641,728
Kentucky,2012,Cumberland,372,413,491,599,668
Kentucky,2012,Daviess,416,463,609,845,895
Kentucky,2012,Edmonson,449,536,652,869,1024
Kentucky,2012,Elliott,407,408,491,624,737
Kentucky,2012,Estill,441,442,531,679,894
Kentucky,2012,Fayette,447,537,662,890,918
Kentucky,2012,Fleming,367,398,491,613,634
Kentucky,2012,Floyd,372,417,491,644,742
Kentucky,2012,Franklin,437,463,609,826,849
Kentucky,2012,Fulton,360,398,491,629,709
Kentucky,2012,Gallatin,471,558,723,968,1005
Kentucky,2012,Garrard,393,440,528,630,925
Kentucky,2012,Grant,436,526,669,824,923
Kentucky,2012,Graves,401,402,499,596,727
Kentucky,2012,Grayson,409,409,491,640,751
Kentucky,2012,Green,370,409,491,594,662
Kentucky,2012,Greenup,422,499,599,739,763
Kentucky,2012,Hancock,416,463,609,845,895
Kentucky,2012,Hardin,428,477,575,818,1007
Kentucky,2012,Harlan,407,437,491,604,764
Kentucky,2012,Harrison,398,400,523,686,708
Kentucky,2012,Hart,365,399,491,627,730
Kentucky,2012,Henderson,460,537,668,824,896
Kentucky,2012,Henry,509,588,698,975,1036
Kentucky,2012,Hickman,360,398,491,629,709
Kentucky,2012,Hopkins,410,411,495,621,868
Kentucky,2012,Jackson,444,467,536,648,667
Kentucky,2012,Jefferson,509,588,698,975,1036
Kentucky,2012,Jessamine,447,537,662,890,918
Kentucky,2012,Johnson,320,418,491,670,688
Kentucky,2012,Kenton,471,558,723,968,1005
Kentucky,2012,Knott,408,428,491,614,638
Kentucky,2012,Knox,322,388,491,692,716
Kentucky,2012,Larue,428,477,575,818,1007
Kentucky,2012,Laurel,416,450,501,615,841
Kentucky,2012,Lawrence,338,395,522,697,718
Kentucky,2012,Lee,408,428,491,614,638
Kentucky,2012,Leslie,486,511,586,733,761
Kentucky,2012,Letcher,408,428,491,610,638
Kentucky,2012,Lewis,367,398,491,613,634
Kentucky,2012,Lincoln,324,443,491,588,777
Kentucky,2012,Livingston,407,408,491,631,717
Kentucky,2012,Logan,462,502,558,764,846
Kentucky,2012,Lyon,434,441,523,678,703
Kentucky,2012,McCracken,362,455,559,750,773
Kentucky,2012,McCreary,408,440,491,633,650
Kentucky,2012,McLean,416,463,609,845,895
Kentucky,2012,Madison,396,420,538,759,890
Kentucky,2012,Magoffin,408,411,491,604,631
Kentucky,2012,Marion,408,410,527,705,726
Kentucky,2012,Marshall,475,476,574,748,973
Kentucky,2012,Martin,408,411,491,604,631
Kentucky,2012,Mason,320,409,495,722,829
Kentucky,2012,Meade,514,515,617,792,887
Kentucky,2012,Menifee,367,398,491,613,634
Kentucky,2012,Mercer,454,483,548,722,849
Kentucky,2012,Metcalfe,365,399,491,627,730
Kentucky,2012,Monroe,365,399,491,627,730
Kentucky,2012,Montgomery,319,372,491,586,604
Kentucky,2012,Morgan,367,398,491,613,634
Kentucky,2012,Muhlenberg,405,406,491,624,640
Kentucky,2012,Nelson,379,457,553,806,872
Kentucky,2012,Nicholas,375,375,491,601,663
Kentucky,2012,Ohio,406,431,491,651,715
Kentucky,2012,Oldham,509,588,698,975,1036
Kentucky,2012,Owen,419,477,545,734,955
Kentucky,2012,Owsley,408,428,491,614,638
